loan_id,Customer_ID,loan_start_date,tenure,installment_num,loan_amt,due_amt,paid_amt,overdue_amt,balance,snapshot_date
CUS_0x103e_2024_12_01,CUS_0x103e,2024-12-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2025-01-01
CUS_0x103e_2024_12_01,CUS_0x103e,2024-12-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2025-02-01
CUS_0x103e_2024_12_01,CUS_0x103e,2024-12-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2025-03-01
CUS_0x103e_2024_12_01,CUS_0x103e,2024-12-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2025-04-01
CUS_0x103e_2024_12_01,CUS_0x103e,2024-12-01,10,5,10000,1000.0,1000.0,0.0,5000.0,2025-05-01
CUS_0x103e_2024_12_01,CUS_0x103e,2024-12-01,10,6,10000,1000.0,1000.0,0.0,4000.0,2025-06-01
CUS_0x103e_2024_12_01,CUS_0x103e,2024-12-01,10,7,10000,1000.0,1000.0,0.0,3000.0,2025-07-01
CUS_0x103e_2024_12_01,CUS_0x103e,2024-12-01,10,8,10000,1000.0,1000.0,0.0,2000.0,2025-08-01
CUS_0x103e_2024_12_01,CUS_0x103e,2024-12-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2025-09-01
CUS_0x103e_2024_12_01,CUS_0x103e,2024-12-01,10,10,10000,1000.0,1000.0,0.0,0.0,2025-10-01
CUS_0x104e_2023_06_01,CUS_0x104e,2023-06-01,10,0,10000,0.0,0.0,0.0,10000.0,2023-06-01
CUS_0x104e_2023_06_01,CUS_0x104e,2023-06-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2023-07-01
CUS_0x104e_2023_06_01,CUS_0x104e,2023-06-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2023-08-01
CUS_0x104e_2023_06_01,CUS_0x104e,2023-06-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2023-09-01
CUS_0x104e_2023_06_01,CUS_0x104e,2023-06-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2023-10-01
CUS_0x104e_2023_06_01,CUS_0x104e,2023-06-01,10,5,10000,1000.0,1000.0,0.0,5000.0,2023-11-01
CUS_0x104e_2023_06_01,CUS_0x104e,2023-06-01,10,6,10000,1000.0,1000.0,0.0,4000.0,2023-12-01
CUS_0x104e_2023_06_01,CUS_0x104e,2023-06-01,10,7,10000,1000.0,1000.0,0.0,3000.0,2024-01-01
CUS_0x104e_2023_06_01,CUS_0x104e,2023-06-01,10,8,10000,1000.0,1000.0,0.0,2000.0,2024-02-01
CUS_0x104e_2023_06_01,CUS_0x104e,2023-06-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2024-03-01
CUS_0x104e_2023_06_01,CUS_0x104e,2023-06-01,10,10,10000,1000.0,1000.0,0.0,0.0,2024-04-01
CUS_0x107c_2023_11_01,CUS_0x107c,2023-11-01,10,0,10000,0.0,0.0,0.0,10000.0,2023-11-01
CUS_0x107c_2023_11_01,CUS_0x107c,2023-11-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2023-12-01
CUS_0x107c_2023_11_01,CUS_0x107c,2023-11-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2024-01-01
CUS_0x107c_2023_11_01,CUS_0x107c,2023-11-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2024-02-01
CUS_0x107c_2023_11_01,CUS_0x107c,2023-11-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2024-03-01
CUS_0x107c_2023_11_01,CUS_0x107c,2023-11-01,10,5,10000,1000.0,1000.0,0.0,5000.0,2024-04-01
CUS_0x107c_2023_11_01,CUS_0x107c,2023-11-01,10,6,10000,1000.0,1000.0,0.0,4000.0,2024-05-01
CUS_0x107c_2023_11_01,CUS_0x107c,2023-11-01,10,7,10000,1000.0,1000.0,0.0,3000.0,2024-06-01
CUS_0x107c_2023_11_01,CUS_0x107c,2023-11-01,10,8,10000,1000.0,1000.0,0.0,2000.0,2024-07-01
CUS_0x107c_2023_11_01,CUS_0x107c,2023-11-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2024-08-01
CUS_0x107c_2023_11_01,CUS_0x107c,2023-11-01,10,10,10000,1000.0,1000.0,0.0,0.0,2024-09-01
CUS_0x10c0_2024_02_01,CUS_0x10c0,2024-02-01,10,0,10000,0.0,0.0,0.0,10000.0,2024-02-01
CUS_0x10c0_2024_02_01,CUS_0x10c0,2024-02-01,10,1,10000,1000.0,0.0,1000.0,10000.0,2024-03-01
CUS_0x10c0_2024_02_01,CUS_0x10c0,2024-02-01,10,2,10000,1000.0,0.0,2000.0,10000.0,2024-04-01
CUS_0x10c0_2024_02_01,CUS_0x10c0,2024-02-01,10,3,10000,1000.0,0.0,3000.0,10000.0,2024-05-01
CUS_0x10c0_2024_02_01,CUS_0x10c0,2024-02-01,10,4,10000,1000.0,0.0,4000.0,10000.0,2024-06-01
CUS_0x10c0_2024_02_01,CUS_0x10c0,2024-02-01,10,5,10000,1000.0,0.0,5000.0,10000.0,2024-07-01
CUS_0x10c0_2024_02_01,CUS_0x10c0,2024-02-01,10,6,10000,1000.0,0.0,6000.0,10000.0,2024-08-01
CUS_0x10c0_2024_02_01,CUS_0x10c0,2024-02-01,10,7,10000,1000.0,0.0,7000.0,10000.0,2024-09-01
CUS_0x10c0_2024_02_01,CUS_0x10c0,2024-02-01,10,8,10000,1000.0,0.0,8000.0,10000.0,2024-10-01
CUS_0x10c0_2024_02_01,CUS_0x10c0,2024-02-01,10,9,10000,1000.0,0.0,9000.0,10000.0,2024-11-01
CUS_0x10c0_2024_02_01,CUS_0x10c0,2024-02-01,10,10,10000,1000.0,0.0,10000.0,10000.0,2024-12-01
CUS_0x1123_2024_10_01,CUS_0x1123,2024-10-01,10,0,10000,0.0,0.0,0.0,10000.0,2024-10-01
CUS_0x1123_2024_10_01,CUS_0x1123,2024-10-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2024-11-01
CUS_0x1123_2024_10_01,CUS_0x1123,2024-10-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2024-12-01
CUS_0x1123_2024_10_01,CUS_0x1123,2024-10-01,10,3,10000,1000.0,0.0,1000.0,8000.0,2025-01-01
CUS_0x1123_2024_10_01,CUS_0x1123,2024-10-01,10,4,10000,1000.0,0.0,2000.0,8000.0,2025-02-01
CUS_0x1123_2024_10_01,CUS_0x1123,2024-10-01,10,5,10000,1000.0,0.0,3000.0,8000.0,2025-03-01
CUS_0x1123_2024_10_01,CUS_0x1123,2024-10-01,10,6,10000,1000.0,0.0,4000.0,8000.0,2025-04-01
CUS_0x1123_2024_10_01,CUS_0x1123,2024-10-01,10,7,10000,1000.0,0.0,5000.0,8000.0,2025-05-01
CUS_0x1123_2024_10_01,CUS_0x1123,2024-10-01,10,8,10000,1000.0,0.0,6000.0,8000.0,2025-06-01
CUS_0x1123_2024_10_01,CUS_0x1123,2024-10-01,10,9,10000,1000.0,0.0,7000.0,8000.0,2025-07-01
CUS_0x1123_2024_10_01,CUS_0x1123,2024-10-01,10,10,10000,1000.0,0.0,8000.0,8000.0,2025-08-01
CUS_0x1145_2024_08_01,CUS_0x1145,2024-08-01,10,0,10000,0.0,0.0,0.0,10000.0,2024-08-01
CUS_0x1145_2024_08_01,CUS_0x1145,2024-08-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2024-09-01
CUS_0x1145_2024_08_01,CUS_0x1145,2024-08-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2024-10-01
CUS_0x1145_2024_08_01,CUS_0x1145,2024-08-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2024-11-01
CUS_0x1145_2024_08_01,CUS_0x1145,2024-08-01,10,4,10000,1000.0,0.0,1000.0,7000.0,2024-12-01
CUS_0x1145_2024_08_01,CUS_0x1145,2024-08-01,10,5,10000,1000.0,0.0,2000.0,7000.0,2025-01-01
CUS_0x1145_2024_08_01,CUS_0x1145,2024-08-01,10,6,10000,1000.0,0.0,3000.0,7000.0,2025-02-01
CUS_0x1145_2024_08_01,CUS_0x1145,2024-08-01,10,7,10000,1000.0,0.0,4000.0,7000.0,2025-03-01
CUS_0x1145_2024_08_01,CUS_0x1145,2024-08-01,10,8,10000,1000.0,0.0,5000.0,7000.0,2025-04-01
CUS_0x1145_2024_08_01,CUS_0x1145,2024-08-01,10,9,10000,1000.0,0.0,6000.0,7000.0,2025-05-01
CUS_0x1145_2024_08_01,CUS_0x1145,2024-08-01,10,10,10000,1000.0,0.0,7000.0,7000.0,2025-06-01
CUS_0x1168_2023_10_01,CUS_0x1168,2023-10-01,10,0,10000,0.0,0.0,0.0,10000.0,2023-10-01
CUS_0x1168_2023_10_01,CUS_0x1168,2023-10-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2023-11-01
CUS_0x1168_2023_10_01,CUS_0x1168,2023-10-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2023-12-01
CUS_0x1168_2023_10_01,CUS_0x1168,2023-10-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2024-01-01
CUS_0x1168_2023_10_01,CUS_0x1168,2023-10-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2024-02-01
CUS_0x1168_2023_10_01,CUS_0x1168,2023-10-01,10,5,10000,1000.0,1000.0,0.0,5000.0,2024-03-01
CUS_0x1168_2023_10_01,CUS_0x1168,2023-10-01,10,6,10000,1000.0,1000.0,0.0,4000.0,2024-04-01
CUS_0x1168_2023_10_01,CUS_0x1168,2023-10-01,10,7,10000,1000.0,1000.0,0.0,3000.0,2024-05-01
CUS_0x1168_2023_10_01,CUS_0x1168,2023-10-01,10,8,10000,1000.0,1000.0,0.0,2000.0,2024-06-01
CUS_0x1168_2023_10_01,CUS_0x1168,2023-10-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2024-07-01
CUS_0x1168_2023_10_01,CUS_0x1168,2023-10-01,10,10,10000,1000.0,1000.0,0.0,0.0,2024-08-01
CUS_0x11e2_2024_12_01,CUS_0x11e2,2024-12-01,10,0,10000,0.0,0.0,0.0,10000.0,2024-12-01
CUS_0x11e2_2024_12_01,CUS_0x11e2,2024-12-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2025-01-01
CUS_0x11e2_2024_12_01,CUS_0x11e2,2024-12-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2025-02-01
CUS_0x11e2_2024_12_01,CUS_0x11e2,2024-12-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2025-03-01
CUS_0x11e2_2024_12_01,CUS_0x11e2,2024-12-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2025-04-01
CUS_0x11e2_2024_12_01,CUS_0x11e2,2024-12-01,10,5,10000,1000.0,1000.0,0.0,5000.0,2025-05-01
CUS_0x11e2_2024_12_01,CUS_0x11e2,2024-12-01,10,6,10000,1000.0,1000.0,0.0,4000.0,2025-06-01
CUS_0x11e2_2024_12_01,CUS_0x11e2,2024-12-01,10,7,10000,1000.0,1000.0,0.0,3000.0,2025-07-01
CUS_0x11e2_2024_12_01,CUS_0x11e2,2024-12-01,10,8,10000,1000.0,1000.0,0.0,2000.0,2025-08-01
CUS_0x11e2_2024_12_01,CUS_0x11e2,2024-12-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2025-09-01
CUS_0x11e2_2024_12_01,CUS_0x11e2,2024-12-01,10,10,10000,1000.0,1000.0,0.0,0.0,2025-10-01
CUS_0x1231_2024_11_01,CUS_0x1231,2024-11-01,10,0,10000,0.0,0.0,0.0,10000.0,2024-11-01
CUS_0x1231_2024_11_01,CUS_0x1231,2024-11-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2024-12-01
CUS_0x1231_2024_11_01,CUS_0x1231,2024-11-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2025-01-01
CUS_0x1231_2024_11_01,CUS_0x1231,2024-11-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2025-02-01
CUS_0x1231_2024_11_01,CUS_0x1231,2024-11-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2025-03-01
CUS_0x1231_2024_11_01,CUS_0x1231,2024-11-01,10,5,10000,1000.0,1000.0,0.0,5000.0,2025-04-01
CUS_0x1231_2024_11_01,CUS_0x1231,2024-11-01,10,6,10000,1000.0,1000.0,0.0,4000.0,2025-05-01
CUS_0x1231_2024_11_01,CUS_0x1231,2024-11-01,10,7,10000,1000.0,1000.0,0.0,3000.0,2025-06-01
CUS_0x1231_2024_11_01,CUS_0x1231,2024-11-01,10,8,10000,1000.0,1000.0,0.0,2000.0,2025-07-01
CUS_0x1231_2024_11_01,CUS_0x1231,2024-11-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2025-08-01
CUS_0x1231_2024_11_01,CUS_0x1231,2024-11-01,10,10,10000,1000.0,1000.0,0.0,0.0,2025-09-01
CUS_0x1233_2024_05_01,CUS_0x1233,2024-05-01,10,0,10000,0.0,0.0,0.0,10000.0,2024-05-01
CUS_0x1233_2024_05_01,CUS_0x1233,2024-05-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2024-06-01
CUS_0x1233_2024_05_01,CUS_0x1233,2024-05-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2024-07-01
CUS_0x1233_2024_05_01,CUS_0x1233,2024-05-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2024-08-01
CUS_0x1233_2024_05_01,CUS_0x1233,2024-05-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2024-09-01
CUS_0x1233_2024_05_01,CUS_0x1233,2024-05-01,10,5,10000,1000.0,1000.0,0.0,5000.0,2024-10-01
CUS_0x1233_2024_05_01,CUS_0x1233,2024-05-01,10,6,10000,1000.0,1000.0,0.0,4000.0,2024-11-01
CUS_0x1233_2024_05_01,CUS_0x1233,2024-05-01,10,7,10000,1000.0,1000.0,0.0,3000.0,2024-12-01
CUS_0x1233_2024_05_01,CUS_0x1233,2024-05-01,10,8,10000,1000.0,1000.0,0.0,2000.0,2025-01-01
CUS_0x1233_2024_05_01,CUS_0x1233,2024-05-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2025-02-01
CUS_0x1233_2024_05_01,CUS_0x1233,2024-05-01,10,10,10000,1000.0,1000.0,0.0,0.0,2025-03-01
CUS_0x123a_2023_03_01,CUS_0x123a,2023-03-01,10,0,10000,0.0,0.0,0.0,10000.0,2023-03-01
CUS_0x123a_2023_03_01,CUS_0x123a,2023-03-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2023-04-01
CUS_0x123a_2023_03_01,CUS_0x123a,2023-03-01,10,2,10000,1000.0,0.0,1000.0,9000.0,2023-05-01
CUS_0x123a_2023_03_01,CUS_0x123a,2023-03-01,10,3,10000,1000.0,0.0,2000.0,9000.0,2023-06-01
CUS_0x123a_2023_03_01,CUS_0x123a,2023-03-01,10,4,10000,1000.0,0.0,3000.0,9000.0,2023-07-01
CUS_0x123a_2023_03_01,CUS_0x123a,2023-03-01,10,5,10000,1000.0,0.0,4000.0,9000.0,2023-08-01
CUS_0x123a_2023_03_01,CUS_0x123a,2023-03-01,10,6,10000,1000.0,0.0,5000.0,9000.0,2023-09-01
CUS_0x123a_2023_03_01,CUS_0x123a,2023-03-01,10,7,10000,1000.0,0.0,6000.0,9000.0,2023-10-01
CUS_0x123a_2023_03_01,CUS_0x123a,2023-03-01,10,8,10000,1000.0,0.0,7000.0,9000.0,2023-11-01
CUS_0x123a_2023_03_01,CUS_0x123a,2023-03-01,10,9,10000,1000.0,0.0,8000.0,9000.0,2023-12-01
CUS_0x123a_2023_03_01,CUS_0x123a,2023-03-01,10,10,10000,1000.0,0.0,9000.0,9000.0,2024-01-01
CUS_0x1252_2023_02_01,CUS_0x1252,2023-02-01,10,0,10000,0.0,0.0,0.0,10000.0,2023-02-01
CUS_0x1252_2023_02_01,CUS_0x1252,2023-02-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2023-03-01
CUS_0x1252_2023_02_01,CUS_0x1252,2023-02-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2023-04-01
CUS_0x1252_2023_02_01,CUS_0x1252,2023-02-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2023-05-01
CUS_0x1252_2023_02_01,CUS_0x1252,2023-02-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2023-06-01
CUS_0x1252_2023_02_01,CUS_0x1252,2023-02-01,10,5,10000,1000.0,1000.0,0.0,5000.0,2023-07-01
CUS_0x1252_2023_02_01,CUS_0x1252,2023-02-01,10,6,10000,1000.0,1000.0,0.0,4000.0,2023-08-01
CUS_0x1252_2023_02_01,CUS_0x1252,2023-02-01,10,7,10000,1000.0,1000.0,0.0,3000.0,2023-09-01
CUS_0x1252_2023_02_01,CUS_0x1252,2023-02-01,10,8,10000,1000.0,1000.0,0.0,2000.0,2023-10-01
CUS_0x1252_2023_02_01,CUS_0x1252,2023-02-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2023-11-01
CUS_0x1252_2023_02_01,CUS_0x1252,2023-02-01,10,10,10000,1000.0,1000.0,0.0,0.0,2023-12-01
CUS_0x1281_2023_11_01,CUS_0x1281,2023-11-01,10,0,10000,0.0,0.0,0.0,10000.0,2023-11-01
CUS_0x1281_2023_11_01,CUS_0x1281,2023-11-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2023-12-01
CUS_0x1281_2023_11_01,CUS_0x1281,2023-11-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2024-01-01
CUS_0x1281_2023_11_01,CUS_0x1281,2023-11-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2024-02-01
CUS_0x1281_2023_11_01,CUS_0x1281,2023-11-01,10,4,10000,1000.0,0.0,1000.0,7000.0,2024-03-01
CUS_0x1281_2023_11_01,CUS_0x1281,2023-11-01,10,5,10000,1000.0,0.0,2000.0,7000.0,2024-04-01
CUS_0x1281_2023_11_01,CUS_0x1281,2023-11-01,10,6,10000,1000.0,0.0,3000.0,7000.0,2024-05-01
CUS_0x1281_2023_11_01,CUS_0x1281,2023-11-01,10,7,10000,1000.0,0.0,4000.0,7000.0,2024-06-01
CUS_0x1281_2023_11_01,CUS_0x1281,2023-11-01,10,8,10000,1000.0,0.0,5000.0,7000.0,2024-07-01
CUS_0x1281_2023_11_01,CUS_0x1281,2023-11-01,10,9,10000,1000.0,0.0,6000.0,7000.0,2024-08-01
CUS_0x1281_2023_11_01,CUS_0x1281,2023-11-01,10,10,10000,1000.0,0.0,7000.0,7000.0,2024-09-01
CUS_0x12af_2024_03_01,CUS_0x12af,2024-03-01,10,0,10000,0.0,0.0,0.0,10000.0,2024-03-01
CUS_0x12af_2024_03_01,CUS_0x12af,2024-03-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2024-04-01
CUS_0x12af_2024_03_01,CUS_0x12af,2024-03-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2024-05-01
CUS_0x12af_2024_03_01,CUS_0x12af,2024-03-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2024-06-01
CUS_0x12af_2024_03_01,CUS_0x12af,2024-03-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2024-07-01
CUS_0x12af_2024_03_01,CUS_0x12af,2024-03-01,10,5,10000,1000.0,1000.0,0.0,5000.0,2024-08-01
CUS_0x12af_2024_03_01,CUS_0x12af,2024-03-01,10,6,10000,1000.0,1000.0,0.0,4000.0,2024-09-01
CUS_0x12af_2024_03_01,CUS_0x12af,2024-03-01,10,7,10000,1000.0,1000.0,0.0,3000.0,2024-10-01
CUS_0x12af_2024_03_01,CUS_0x12af,2024-03-01,10,8,10000,1000.0,1000.0,0.0,2000.0,2024-11-01
CUS_0x12af_2024_03_01,CUS_0x12af,2024-03-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2024-12-01
CUS_0x12af_2024_03_01,CUS_0x12af,2024-03-01,10,10,10000,1000.0,1000.0,0.0,0.0,2025-01-01
CUS_0x12d1_2024_01_01,CUS_0x12d1,2024-01-01,10,0,10000,0.0,0.0,0.0,10000.0,2024-01-01
CUS_0x12d1_2024_01_01,CUS_0x12d1,2024-01-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2024-02-01
CUS_0x12d1_2024_01_01,CUS_0x12d1,2024-01-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2024-03-01
CUS_0x12d1_2024_01_01,CUS_0x12d1,2024-01-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2024-04-01
CUS_0x12d1_2024_01_01,CUS_0x12d1,2024-01-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2024-05-01
CUS_0x12d1_2024_01_01,CUS_0x12d1,2024-01-01,10,5,10000,1000.0,1000.0,0.0,5000.0,2024-06-01
CUS_0x12d1_2024_01_01,CUS_0x12d1,2024-01-01,10,6,10000,1000.0,1000.0,0.0,4000.0,2024-07-01
CUS_0x12d1_2024_01_01,CUS_0x12d1,2024-01-01,10,7,10000,1000.0,1000.0,0.0,3000.0,2024-08-01
CUS_0x12d1_2024_01_01,CUS_0x12d1,2024-01-01,10,8,10000,1000.0,1000.0,0.0,2000.0,2024-09-01
CUS_0x12d1_2024_01_01,CUS_0x12d1,2024-01-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2024-10-01
CUS_0x12d1_2024_01_01,CUS_0x12d1,2024-01-01,10,10,10000,1000.0,1000.0,0.0,0.0,2024-11-01
CUS_0x12ef_2024_02_01,CUS_0x12ef,2024-02-01,10,0,10000,0.0,0.0,0.0,10000.0,2024-02-01
CUS_0x12ef_2024_02_01,CUS_0x12ef,2024-02-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2024-03-01
CUS_0x12ef_2024_02_01,CUS_0x12ef,2024-02-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2024-04-01
CUS_0x12ef_2024_02_01,CUS_0x12ef,2024-02-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2024-05-01
CUS_0x12ef_2024_02_01,CUS_0x12ef,2024-02-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2024-06-01
CUS_0x12ef_2024_02_01,CUS_0x12ef,2024-02-01,10,5,10000,1000.0,1000.0,0.0,5000.0,2024-07-01
CUS_0x12ef_2024_02_01,CUS_0x12ef,2024-02-01,10,6,10000,1000.0,1000.0,0.0,4000.0,2024-08-01
CUS_0x12ef_2024_02_01,CUS_0x12ef,2024-02-01,10,7,10000,1000.0,1000.0,0.0,3000.0,2024-09-01
CUS_0x12ef_2024_02_01,CUS_0x12ef,2024-02-01,10,8,10000,1000.0,1000.0,0.0,2000.0,2024-10-01
CUS_0x12ef_2024_02_01,CUS_0x12ef,2024-02-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2024-11-01
CUS_0x12ef_2024_02_01,CUS_0x12ef,2024-02-01,10,10,10000,1000.0,1000.0,0.0,0.0,2024-12-01
CUS_0x12fc_2024_03_01,CUS_0x12fc,2024-03-01,10,0,10000,0.0,0.0,0.0,10000.0,2024-03-01
CUS_0x12fc_2024_03_01,CUS_0x12fc,2024-03-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2024-04-01
CUS_0x12fc_2024_03_01,CUS_0x12fc,2024-03-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2024-05-01
CUS_0x12fc_2024_03_01,CUS_0x12fc,2024-03-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2024-06-01
CUS_0x12fc_2024_03_01,CUS_0x12fc,2024-03-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2024-07-01
CUS_0x12fc_2024_03_01,CUS_0x12fc,2024-03-01,10,5,10000,1000.0,1000.0,0.0,5000.0,2024-08-01
CUS_0x12fc_2024_03_01,CUS_0x12fc,2024-03-01,10,6,10000,1000.0,1000.0,0.0,4000.0,2024-09-01
CUS_0x12fc_2024_03_01,CUS_0x12fc,2024-03-01,10,7,10000,1000.0,1000.0,0.0,3000.0,2024-10-01
CUS_0x12fc_2024_03_01,CUS_0x12fc,2024-03-01,10,8,10000,1000.0,1000.0,0.0,2000.0,2024-11-01
CUS_0x12fc_2024_03_01,CUS_0x12fc,2024-03-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2024-12-01
CUS_0x12fc_2024_03_01,CUS_0x12fc,2024-03-01,10,10,10000,1000.0,1000.0,0.0,0.0,2025-01-01
CUS_0x131f_2024_05_01,CUS_0x131f,2024-05-01,10,0,10000,0.0,0.0,0.0,10000.0,2024-05-01
CUS_0x131f_2024_05_01,CUS_0x131f,2024-05-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2024-06-01
CUS_0x131f_2024_05_01,CUS_0x131f,2024-05-01,10,2,10000,1000.0,0.0,1000.0,9000.0,2024-07-01
